,State,Year,income,State.MinWage.Adj,Party,pregnancyrate1517,pregnancyrate1819,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionrate1517,abortionrate1819,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthrate1819,birthrate1519,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value.2020.Dollars
574,SC,2014,49173,0,R,21.2,74.4,129.7,147.8,119.9,54.4,12.1,4.7,13,20.2,18,12.4,7.1,2.2,50.1,28.5,89.6,106.6,88.6,38.8,8,7.92,7.92,236.736,0,0
575,SD,2014,58064,7.92,R,18.8,59.5,124.2,195,148.7,62.8,11.7,2.3,4.7,8.4,8.2,4.7,4.1,1,45.2,26.8,95.8,155,119.6,48.6,8.8,7.92,7.92,236.736,7.92,7.92
576,TN,2014,47845,0,R,19.3,89.2,137.1,149.2,115.6,50.5,10.7,2.6,11.9,17.7,15.5,9.4,5.6,1.5,63.4,33.2,98,110.1,87.7,37,7.6,7.92,7.92,236.736,0,0
577,TX,2014,58964,7.92,R,25.4,92.9,144,157.7,131.1,64.8,15.6,2.7,11.2,18.6,15.9,10.1,5.9,2.1,67.2,37.6,102.9,116.8,100,48.5,11,7.92,7.92,236.736,7.92,7.92
578,US,2014,58725,,D,18.5,70,124.3,152.4,137.5,71.2,17.3,4.9,15.9,26.7,22.9,14.8,9,3.2,43.8,24.2,79.2,106,101,51.1,11.5,,,,,
579,UT,2014,69370,7.92,R,11,52.9,118.9,203.1,153.7,70.6,15.7,1.3,6.2,7.6,6.6,4.6,3.3,1.3,38.4,19.6,92.1,163.1,123.9,55.8,11.9,7.92,7.92,236.736,7.92,7.92
580,VA,2014,72404,7.92,D,13,54.8,114.1,147,143.6,77.8,18.6,3.4,13.4,27,23.3,15.5,9.7,3.5,33.4,18.5,70.3,101.1,105.4,56,12.3,7.92,7.92,236.736,7.92,7.92
581,VA,2014,72404,7.92,D,13,54.8,114.1,147,143.6,77.8,18.6,3.4,13.4,27,23.3,15.5,9.7,3.5,33.4,18.5,70.3,101.1,105.4,56,12.3,7.92,7.92,236.736,7.92,7.92
582,VT,2014,66442,9.54,D,11.7,41.3,88.2,141.7,133.8,66.9,16,4.5,11.7,20.5,20.1,11.7,7.6,3.2,23.7,14.3,54.7,99.7,100.8,48.8,10.4,7.92,9.54,236.736,9.54,9.54
583,WA,2014,64647,10.18,D,15.8,62.4,115.2,148.9,139.3,75.2,18.2,5.3,17.3,25.5,20.1,13.3,8.5,3.2,36.2,19.2,72.6,105.6,103.9,54.9,12.2,7.92,10.18,236.736,10.18,10.18
584,WI,2014,63566,7.92,R,11.4,48.2,94.1,157.7,136.9,60.3,12.2,2.2,7.8,12.4,11.2,6.5,4,1.5,33,18,67,121.2,108.2,46.6,8.7,7.92,7.92,236.736,7.92,7.92
585,WV,2014,43288,7.92,D,21.4,91.4,134.5,150.2,96.3,42.4,7.1,2.3,9.4,12,11.4,6.6,4.5,0.8,67.6,36.6,101.1,114.7,74.2,31.3,5.1,7.92,7.92,236.736,7.92,7.92
586,WY,2014,60950,5.63,R,17.6,82.3,138.7,169.2,116.3,51.5,11.1,2.7,10,13.8,11.3,7,4.9,1.8,59.4,30.8,102.9,130.6,90.5,38.4,7.6,7.92,7.92,236.736,5.63,5.63
587,AK,2015,82066,9.55,I,15.6,95,151.5,164.6,139.4,72,16.8,3.4,15.8,20.3,14.6,8.9,6.2,2.5,64.7,29.5,107.6,123.8,108,54.4,11.8,7.91,9.55,237.017,9.55,9.55
588,AL,2015,48629,0,R,19.2,78.1,135.8,150.5,111.6,46.4,8.9,2.6,10.3,16.8,13.3,8.4,4.3,1.2,55.7,30.2,97.8,113.2,85.3,34.7,6.3,7.91,7.91,237.017,0,0
589,AR,2015,46760,8.18,R,21.1,94.7,148.9,155.9,109.2,45.8,9.3,2.2,7.3,12.4,10.6,7.6,3.9,1.3,72.3,38,112.8,120.2,84,34.6,6.5,7.91,8.18,237.017,8.18,8.18
590,AR,2015,46760,8.18,R,21.1,94.7,148.9,155.9,109.2,45.8,9.3,2.2,7.3,12.4,10.6,7.6,3.9,1.3,72.3,38,112.8,120.2,84,34.6,6.5,7.91,8.18,237.017,8.18,8.18
591,AR,2015,46760,8.18,R,21.1,94.7,148.9,155.9,109.2,45.8,9.3,2.2,7.3,12.4,10.6,7.6,3.9,1.3,72.3,38,112.8,120.2,84,34.6,6.5,7.91,8.18,237.017,8.18,8.18
592,AZ,2015,57085,8.79,R,16.7,69.5,124.9,152.2,126.6,65.5,16.3,2.3,10.7,18,16.3,10.9,6.9,2.7,48.1,26.3,87.5,111.9,95.5,48.2,11.1,7.91,8.79,237.017,8.79,8.79
593,CA,2015,69527,9.82,D,16.6,63.1,113.1,139,146.7,89.1,24.9,5.8,19.6,33.2,28.3,18.9,11.6,4.1,34.6,19,63.9,89.9,105,63.7,17,7.91,9.82,237.017,9.82,9.82
594,CO,2015,72761,8.98,D,14,56.4,106.6,129.7,130.6,72.1,17.1,3.5,11.9,20.2,15.6,9.8,6.2,2.4,36.1,19.5,70.3,93.8,99.9,54.5,12.1,7.91,8.98,237.017,8.98,8.98
595,CT,2015,79637,9.99,D,12.4,39.5,88.1,142.5,156.2,84,19.9,6.3,16.6,32.4,33.6,21.2,11.8,3.7,17.7,10.2,43.7,87.9,110.7,59.2,13.2,7.91,9.99,237.017,9.99,9.99
596,DC,2015,76558,,D,36.1,55.4,106.3,78.1,106.9,97.9,33,12.9,16.8,35.6,23.1,15.2,9.5,3.7,30.7,25.8,55.9,43.9,75.1,72.9,24.1,,,,,
597,DE,2015,63103,9,D,18.1,58.7,124.4,148.7,146.9,74.9,16.4,7.4,18.6,31.7,24.8,17,10.2,3.2,31.9,18.2,74.6,101.2,106.9,53.1,10.7,7.91,9,237.017,9,9
598,FL,2015,53345,8.79,R,17,70.6,128.2,153.1,136.6,72.1,18.6,5.8,21.1,33.9,29.2,19.5,11.6,3.9,39.6,20.8,75.7,100.9,96,49.4,11.9,7.91,8.79,237.017,8.79,8.79
599,GA,2015,55468,5.62,R,18.3,72.8,137.5,155.6,130.1,65.8,16.2,4.2,14.4,27.7,24.9,16.2,9.4,3.2,47.4,25.6,89.2,106.9,93.5,46.2,10.6,7.91,7.91,237.017,5.62,5.62
600,HI,2015,70486,8.46,D,15.4,67.8,127.1,143.8,136.4,89,25.6,5.3,16.2,21.9,17.9,12.1,8.8,3.7,41.6,20.9,85.9,103.4,102.6,66.1,17.9,7.91,8.46,237.017,8.46,8.46
601,IA,2015,66489,7.91,R,12.2,47.1,102.1,183.7,141,59.6,11.3,2.7,6.4,11.7,11.1,7.2,3.9,1.4,33.3,18.6,74.4,142.9,110.9,46.1,8.2,7.91,7.91,237.017,7.91,7.91
602,ID,2015,56403,7.91,R,12.2,62.8,141.9,172.1,131.9,59.4,13.9,1.9,7.5,11.4,7.2,5.3,3.9,1.5,45.4,22.5,107.8,136.9,105,45.9,10.2,7.91,7.91,237.017,7.91,7.91
603,IL,2015,66006,9,R,17.3,63.7,112.7,144.9,145.2,76.2,18.1,5.1,15.7,27.6,24.7,15.1,9.2,3,38.6,21.1,68.6,98.2,107.1,55.1,12.3,7.91,9,237.017,9,9
604,IL,2015,66006,9,R,17.3,63.7,112.7,144.9,145.2,76.2,18.1,5.1,15.7,27.6,24.7,15.1,9.2,3,38.6,21.1,68.6,98.2,107.1,55.1,12.3,7.91,9,237.017,9,9
605,IN,2015,56795,7.91,R,15.7,68.2,123.8,164.4,125.5,53,11.4,2.1,8.7,14.5,12.7,7.8,4.9,1.6,48.8,26.1,89.9,125.3,97.4,39.7,8,7.91,7.91,237.017,7.91,7.91
606,KS,2015,59944,7.91,R,13.7,66.3,118,172.5,136,59.4,12.7,1.6,6.5,11,10.5,7.1,4.4,1.4,49.2,25.6,88.2,134.1,106.9,45.5,9.3,7.91,7.91,237.017,7.91,7.91
607,KY,2015,46311,7.91,D,17.9,81.1,136.9,155.4,112.4,47.6,10,1.9,6.6,10.6,9.2,5.8,3.2,1.5,61.6,32.3,104.4,121.1,88.4,36.7,6.9,7.91,7.91,237.017,7.91,7.91
608,KY,2015,46311,7.91,D,17.9,81.1,136.9,155.4,112.4,47.6,10,1.9,6.6,10.6,9.2,5.8,3.2,1.5,61.6,32.3,104.4,121.1,88.4,36.7,6.9,7.91,7.91,237.017,7.91,7.91
609,LA,2015,50173,0,R,21.7,89.7,150.4,157.7,117.4,53.1,11.7,3.4,10,18.3,16.9,10.5,6.3,2,65.6,34.3,108.5,115.9,88.2,38.5,7.9,7.91,7.91,237.017,0,0
610,MA,2015,74143,9.82,R,9.2,31.4,71.5,111.8,151.1,91,22.2,3.6,12,24.5,23.7,16.3,10.3,4,15.2,9.4,37.1,71.4,111,66.5,14.8,7.91,9.82,237.017,9.82,9.82
611,MD,2015,80407,9,R,17.6,60.9,123.5,155.1,155.8,86.6,22.1,6.9,22.8,42.5,34.8,22.5,12.4,3.9,29.8,17,64,97.3,109.1,60.8,14.9,7.91,9,237.017,9,9
612,ME,2015,55455,8.18,R,10.1,47.3,102.8,139.9,122.3,57.3,11.1,3.4,10.7,18.5,15.1,9.4,6.7,2,29.6,15.3,68.8,102.7,93.3,41.5,7.4,7.91,8.18,237.017,8.18,8.18
613,MI,2015,59221,8.89,R,13.5,59.1,114,164.2,140.1,63.3,13.7,3.7,14.1,25.2,24.9,15,9,2.8,36.4,19.3,71.9,114,103,44.5,8.8,7.91,8.89,237.017,8.89,8.89
614,MN,2015,75093,7.91,R,9.1,40.2,89.7,161.7,158.8,75.1,16.1,2.1,8.5,15.6,14.4,9.6,6.2,2,25.7,13.7,60.5,121.6,123.6,56.9,11.6,7.91,7.91,237.017,7.91,9.82
615,MO,2015,64676,8.35,D,14.8,67.8,122.5,152.7,124.7,54.6,10.9,2.2,9.4,15.8,12.8,7.9,4.5,1.7,47.8,25.2,87.6,115.5,96.7,41.4,7.5,7.91,8.35,237.017,8.35,8.35
616,MO,2015,64676,8.35,D,14.8,67.8,122.5,152.7,124.7,54.6,10.9,2.2,9.4,15.8,12.8,7.9,4.5,1.7,47.8,25.2,87.6,115.5,96.7,41.4,7.5,7.91,8.35,237.017,8.35,8.35
617,MS,2015,43743,0,R,22.3,84.7,150,155.9,102.3,43,8.2,2.8,8.6,16.2,15.1,9.3,4.5,1.3,62.7,34.7,110.2,116.1,76.7,31.8,5.6,7.91,7.91,237.017,0,0
618,MS,2015,43743,0,R,22.3,84.7,150,155.9,102.3,43,8.2,2.8,8.6,16.2,15.1,9.3,4.5,1.3,62.7,34.7,110.2,116.1,76.7,31.8,5.6,7.91,7.91,237.017,0,0
619,MT,2015,56153,8.79,D,16.1,69.6,113.3,162.7,134.9,60.3,14.1,3.8,10.1,13.9,12.6,7.9,4.6,2,48.7,25.5,81.7,124.1,105.1,46.1,10,7.91,8.79,237.017,8.79,8.79
620,NC,2015,55500,7.91,R,17.1,64.9,127.7,147.8,129.3,62.5,13.9,3.7,12.7,23.6,20.4,13,7.5,2.5,42.4,23.6,84.8,104.5,95.8,45.1,9.3,7.91,7.91,237.017,7.91,7.91
621,ND,2015,62730,7.91,R,14,53.1,105.8,189.3,153.6,65.5,13.1,1.7,6.6,10.4,9.2,7.2,4.9,1.6,38.2,22.7,78.6,149.4,121.4,50.1,9.4,7.91,7.91,237.017,7.91,7.91
622,NE,2015,66072,8.73,R,14.1,53.9,105.5,187.4,150.5,68.9,14.7,1.8,5.9,9.6,11,6.4,4.4,1.4,39.5,22.1,79.1,146.1,119.6,53.4,11,7.91,8.73,237.017,8.73,8.73
623,NH,2015,82681,7.91,D,8.4,33.4,71.7,136.5,138.5,66.4,13.5,3.1,9.1,16.8,17.6,11.5,6.9,2.2,19.5,10.9,44.3,97.6,104.8,49,9.3,7.91,7.91,237.017,7.91,7.91
624,NJ,2015,74685,9.15,R,16.2,58.7,116.2,169.3,178.4,99.3,26.1,8.9,27.8,47.7,48,28.9,16.8,6.3,23.4,12.2,53.1,97.1,122.1,67.3,16,7.91,9.15,237.017,9.15,9.15
625,NM,2015,49296,8.18,R,25.3,88.6,138.4,150.2,110.9,55.4,13.2,4.7,13.9,18.1,15,10.3,5.5,2.4,61.1,34.1,98.7,111.4,82.9,41.1,8.7,7.91,8.18,237.017,8.18,8.18
626,NV,2015,56823,7.91,R,20.3,90.2,147.9,151.9,131.4,71.7,19.8,5.7,20.3,32.2,27.2,19.7,11.1,4.9,56.5,27.8,93.7,101.6,91.4,49.6,12,7.91,7.91,237.017,7.91,9
627,NY,2015,63375,9.55,D,19.6,64.3,123.2,147.8,158.8,100.3,29.3,10.4,30.3,48.5,41.6,30.3,18.9,7.2,25.8,14.8,58.2,85,104.6,66.2,17.8,7.91,9.55,237.017,9.55,9.55
628,OH,2015,58235,7.91,R,15.2,63.6,121.7,153.5,132.5,58.8,12,2.8,10.5,18.3,16.6,9.9,5.8,1.9,43.3,23.3,84.6,112.7,101.3,43.7,8.2,7.91,7.91,237.017,7.91,8.84
629,OK,2015,51435,2.18,R,21.4,85.1,140.8,158.3,114.5,49.1,10.9,2.1,7.3,11.4,9.3,6.4,3.6,1.4,64.2,34.7,106.9,123.5,89.6,37.6,7.8,7.91,7.91,237.017,2.18,7.91
630,OR,2015,66466,10.09,D,13.5,59.4,104.7,137.1,125.2,67.3,16.9,3.6,14.4,20.9,17.6,11.5,6.8,2.8,36.3,19.2,68.1,98.1,93.8,49.9,11.5,7.91,10.09,237.017,10.09,10.09
631,OR,2015,66466,10.09,D,13.5,59.4,104.7,137.1,125.2,67.3,16.9,3.6,14.4,20.9,17.6,11.5,6.8,2.8,36.3,19.2,68.1,98.1,93.8,49.9,11.5,7.91,10.09,237.017,10.09,10.09
632,PA,2015,65980,7.91,D,14.5,51.2,108.7,144.6,142.7,70.2,15.1,4.2,13.3,26.5,23.5,14.6,8.7,2.8,30.5,17.8,66.3,98.9,105.5,50.6,10,7.91,7.91,237.017,7.91,7.91
633,RI,2015,60858,9.82,D,12.8,40.1,87.7,125.1,142.7,79.2,18.6,3.5,13,26.1,24.9,16.3,11.3,4.5,21.6,14.3,49.2,81.4,104,55.6,11.4,7.91,9.82,237.017,9.82,9.82
634,SC,2015,50652,0,R,18.5,70.5,128.9,144.8,121.3,57.5,12.7,4.3,12,21.2,17.7,11.6,6.9,2.5,47.8,26.2,88,104.5,90.5,41.6,8.3,7.91,7.91,237.017,0,0
635,SD,2015,60163,9.28,R,13.6,64.7,123.2,195.6,154.2,58.6,12.9,1.7,3.9,8.6,7.3,5.5,3.2,1.1,50.4,26.5,94.7,156.3,123.5,45.8,9.7,7.91,9.28,237.017,9.28,9.28
636,TN,2015,51712,0,R,18.1,82,134.1,147.3,116.7,51.8,11.1,2.7,9.8,16.7,14.6,9.6,5.3,1.6,59.3,30.6,96.4,109.4,88.4,38.4,7.8,7.91,7.91,237.017,0,0
637,TX,2015,61701,7.91,R,22.7,86.4,140.3,156.5,132.6,66,16.2,2.5,10.2,17.9,15.5,9.9,6.1,2.2,62.6,34.4,100.6,116.2,101.4,49.5,11.5,7.91,7.91,237.017,7.91,7.91
638,US,2015,61748,,D,16.7,65.2,120.4,150.3,138.3,72.1,17.7,4.3,14.8,25.3,22.6,14.8,8.9,3.1,40.8,22.3,77.1,104.6,101.7,51.9,11.9,,,,,
639,UT,2015,72392,7.91,R,9.6,49.5,112.6,202.2,155.5,70.2,16,1.1,6.2,7.9,7.2,4.5,2.9,1.4,35.5,17.9,86.6,161.9,125.4,55.8,12,7.91,7.91,237.017,7.91,7.91
640,VA,2015,67178,7.91,D,11.8,52.7,111,144.8,144.7,77.4,18.8,3.2,13.3,25,21.9,15.4,9.1,3.1,31.7,17.1,69.5,100.6,106.4,56.2,12.9,7.91,7.91,237.017,7.91,7.91
641,VT,2015,65002,9.99,D,9.2,33.3,76.7,140.3,134.5,71.3,12.2,4.1,8.8,18,20.4,14.1,7,2.3,19.7,11.5,47.4,98.2,99.2,53,8,7.91,9.99,237.017,9.99,9.99
642,WA,2015,73468,10.33,D,14.2,59.2,109,142.7,140.4,76.3,19.3,5,16.8,23.2,18.7,13.1,8.3,3.3,33.9,17.6,69.6,101.8,105,56,13.1,7.91,10.33,237.017,10.33,10.33
643,WI,2015,60556,7.91,R,10.4,44.6,90.2,159.2,139.9,61.4,12.5,2.5,7.4,12.2,11,7,3.8,1.4,30.4,16.2,64,122.6,110.2,47.7,9.1,7.91,7.91,237.017,7.91,7.91
644,WV,2015,46789,8.73,D,17.1,82.7,133.7,148,101.8,41.2,8.3,2.1,7.6,12.6,11.6,9.1,4.1,1.1,61.9,32.1,99.9,112.7,76.5,30.6,5.9,7.91,8.73,237.017,8.73,8.73
645,WY,2015,66565,5.62,R,14.4,79.7,140.3,164.1,121.3,54.6,12.5,2.6,8.8,13.2,10.7,7,4.7,1.9,58.4,28.8,104.8,126.9,94.6,41.3,8.7,7.91,7.91,237.017,5.62,5.62
646,AK,2016,81680,10.51,R,14.4,84.7,145.5,161.9,140.8,72.6,17,4.5,13.1,17.3,14,9.7,5.8,2.3,58.6,26,105.4,122,108.4,55.2,12.1,7.81,10.51,240.007,10.51,10.51
647,AL,2016,50936,0,R,18.6,73.1,133.3,148.4,113.1,47.3,9.1,2.9,9.2,15.8,13.7,8.4,4.1,1.3,52.4,28.4,96.6,111.1,86.6,35.7,6.4,7.81,7.81,240.007,0,0
648,AR,2016,49518,8.62,R,19.2,86.8,146.4,152.4,107.3,45.5,9.5,2.2,6.5,11.9,9.7,6.2,3.4,1.4,66.4,34.7,111,118.1,83.8,34.8,6.7,7.81,8.62,240.007,8.62,8.62
649,AZ,2016,61592,8.68,R,14.8,64.7,121.9,147.7,128.3,64.3,16.1,2.2,11.6,18.4,16.4,11.2,6.7,2.7,43.2,23.5,84.7,108.1,96.7,47.4,10.9,7.81,8.68,240.007,8.68,8.68
650,CA,2016,71879,10.78,D,14.7,57.1,108,134.5,146.2,89.6,25.2,5.3,17.9,30.8,26.8,18,11,3.9,31.2,17,61.7,87.5,105.4,64.6,17.4,7.81,10.78,240.007,10.78,10.78
651,CO,2016,76117,8.96,D,12.7,52.1,100.3,126,130.4,71.9,17.7,2.9,11.1,19.3,15.1,9.1,5.9,2.3,33.2,17.9,65.9,91.1,100.3,54.5,12.7,7.81,8.96,240.007,8.96,8.96
652,CT,2016,81895,10.35,D,10.4,36.4,82,143.1,158.5,86.3,22.1,5.4,14.5,30.5,33.1,21,11.3,4.2,17,9.4,40.4,89,112.9,61.5,14.5,7.81,10.35,240.007,10.35,10.35
653,DC,2016,76566,,D,33.2,48.6,95.6,75.8,106.2,99.2,35.2,10.5,13.3,27.8,18.4,13.7,11,5.3,28.3,24.1,54.2,46.3,76,72.6,24.5,,,,,
654,DE,2016,62612,8.89,D,16.8,61.5,116.4,144.9,146.8,72.7,17.5,5.8,18,28.1,23.8,17.7,10.2,3.7,34.7,19.7,71.2,99,106.1,51.3,11.2,7.81,8.89,240.007,8.89,8.89
655,FL,2016,55202,8.68,R,15.4,65,123,146.7,136.7,72.4,18.9,5.3,19,31.7,27.6,18.5,10.9,3.7,36.8,19.2,73.4,96.9,97,50.3,12.3,7.81,8.68,240.007,8.68,8.68
656,GA,2016,57738,5.55,R,16.5,68.4,132.2,152.6,132.1,65.9,16.1,3.9,14,27.2,25.7,16.8,9.8,3,44.2,23.5,85.2,103.6,94.6,46,10.6,7.81,7.81,240.007,5.55,5.55
657,HI,2016,77807,9.16,D,13.2,63.6,121.6,140.4,136.4,85,25.4,5,13.9,21.1,16.5,11.7,7.7,3.5,40.2,19.3,82,101.9,102.9,63.7,17.9,7.81,9.16,240.007,9.16,9.16
658,IA,2016,63743,7.81,R,10.3,45.8,100.2,181.6,145,58.1,12.3,2.2,7,11.4,11.4,7.4,4.2,1.6,31.7,17.2,73.1,140.9,114.1,44.6,8.8,7.81,7.81,240.007,7.81,7.81
659,ID,2016,61014,7.81,R,10.8,56.6,137.6,164.7,133,55,14.4,1.5,7.7,11.3,8.2,5.4,2.6,1.3,40.1,19.9,104.3,129.7,105.9,43.4,10.8,7.81,7.81,240.007,7.81,7.81
660,IL,2016,66215,8.89,R,14.6,58.6,106.9,142,146.5,76.8,18.8,4.6,14.5,26.7,24,15.2,9.1,3.2,35.6,18.8,64.6,96.3,108.2,55.7,12.7,7.81,8.89,240.007,8.89,8.89
661,IN,2016,60507,7.81,R,13.8,62.9,119.3,160.1,128,54.8,12,2,8.7,14.5,12.7,8.1,4.6,1.6,44.4,23.5,86.1,121.7,99.2,41.5,8.6,7.81,7.81,240.007,7.81,7.81
662,KS,2016,61279,7.81,R,13.1,55.7,111.9,165.3,139.1,59.4,12.9,1.6,6.1,10.4,10.6,6.7,4,1.6,40.8,21.9,83.7,128.1,109.7,45.8,9.3,7.81,7.81,240.007,7.81,7.81
663,KY,2016,48938,7.81,R,16.4,78.4,131.3,149.6,117.8,49.2,9.8,1.7,6,9.5,8.9,5.7,3.6,1.1,59.8,30.9,100.7,116.5,93,37.7,7.1,7.81,7.81,240.007,7.81,7.81
664,KY,2016,48938,7.81,R,16.4,78.4,131.3,149.6,117.8,49.2,9.8,1.7,6,9.5,8.9,5.7,3.6,1.1,59.8,30.9,100.7,116.5,93,37.7,7.1,7.81,7.81,240.007,7.81,7.81
665,LA,2016,45515,0,D,19.4,83,146.5,154.6,119.3,54.2,12.2,3.8,10,18.5,17.1,11.3,6.6,1.9,60,30.8,105.2,113.2,89,39.2,8.5,7.81,7.81,240.007,0,0
666,MA,2016,77951,10.78,R,8.1,29.4,66.4,110.7,149.2,90.5,23.5,3.1,11.6,22.7,23.5,15.6,9.4,3.7,13.8,8.5,34.6,70.7,110,66.8,16.2,7.81,10.78,240.007,10.78,10.78
667,MD,2016,79562,9.43,R,15.5,59.5,117.5,153.8,156.7,90,23.6,6.2,22.2,40.6,35.1,22.8,13,4.7,29.2,16,60.7,96,109.7,63.1,15.3,7.81,9.43,240.007,9.43,9.43
668,ME,2016,54857,8.08,R,9.1,45.8,97.6,139.6,123.8,57.3,12,3.1,9.6,16.3,14.1,10.6,5.4,1.7,29.3,14.8,66.4,103.3,93.4,42.8,8.5,7.81,8.08,240.007,8.08,8.08
669,MI,2016,61582,9.16,R,12.8,54.2,110,159.7,143.7,64.3,14.2,3.8,13.1,24.1,24.6,14.8,8.3,2.8,33.2,17.7,69.6,110.5,106.2,46,9.3,7.81,9.16,240.007,9.16,9.16
670,MN,2016,75742,7.81,R,8.5,38.4,85.5,161.4,160.1,76.6,17.1,2.4,8.4,15.2,15.2,10,6,2.2,24.3,12.6,57.3,120.5,124.3,58.4,12.3,7.81,7.81,240.007,7.81,10.24
671,MO,2016,59344,8.24,D,13.9,64.5,120,152.7,126.3,57,11.9,2.4,9.5,15.9,14.4,8.1,5.1,1.5,45,23.4,85.5,114,97.9,42.8,8.5,7.81,8.24,240.007,8.24,8.24
672,MS,2016,44332,0,R,20.9,78.9,146.6,152.9,106,44.5,8.3,2.6,7.6,15.4,14.1,10,4.4,1.4,58.8,32.6,108.1,114.5,79.2,33,5.6,7.81,7.81,240.007,0,0
673,MT,2016,61565,8.68,D,14.8,63.4,108.3,156.2,129.9,61.6,16.1,3.3,8.2,13.8,12.3,8.1,5.3,2.5,45.3,23.7,77.6,118.9,100.8,46.4,11.1,7.81,8.68,240.007,8.68,8.68
674,NC,2016,57993,7.81,R,15,58.7,119.4,145,130.5,63.5,14.4,3,10.9,21.5,19.3,12.4,7.1,2.3,39,21.7,79.8,103.1,97.4,46.4,9.9,7.81,7.81,240.007,7.81,7.81
675,ND,2016,64918,7.81,R,12.8,49.2,100.1,190.6,159.8,66.8,16.5,2.3,6.1,9.6,10,7.4,4.3,1.1,35.4,20.5,74.6,149.6,126.4,51.7,12.7,7.81,7.81,240.007,7.81,7.81
676,NE,2016,64045,9.7,R,12,47,99.4,186.3,154.6,69.2,14.7,1.7,5,9.3,10.8,6,3.9,1.4,34.6,19.2,74.3,145.4,123.3,54,11,7.81,9.7,240.007,9.7,9.7
677,NH,2016,82259,7.81,D,7.6,30.2,67.7,128.5,140.6,66.9,12.5,3,9.4,15.6,17.3,11.6,6,2.3,16.5,9.2,42.1,91.2,106.5,50.2,8.3,7.81,7.81,240.007,7.81,7.81
678,NJ,2016,73854,9.03,R,15.5,57.4,115.7,169.8,180.6,101.7,27.1,9,28.4,49.3,50.3,30,17.5,6.7,21.8,11.2,51.3,95.4,123,68.8,16.4,7.81,9.03,240.007,9.03,9.03
679,NM,2016,52262,8.08,R,23.6,77.9,131.2,145.2,110.1,55.9,14.1,5.2,13.3,18.6,15.6,9.9,6.3,2.4,52.7,29.6,92.3,106.7,82.7,40.8,9.5,7.81,8.08,240.007,8.08,8.08
680,NV,2016,59791,7.81,R,17.2,81.3,141.5,149.4,128.9,71.3,19.8,5,19.4,29.5,25.6,17.1,11,4.4,49.9,24.2,90.9,101.1,91.7,49.3,12.5,7.81,7.81,240.007,7.81,8.89
681,NY,2016,66270,9.7,D,17.6,59.4,116.5,145.5,157.8,101.3,30.2,9.6,27.9,45.1,40.9,29.5,18.8,7.4,23.9,13.4,55.8,83.8,104.5,67.1,18.4,7.81,9.7,240.007,9.7,9.7
682,OH,2016,58232,7.81,R,13.8,59.6,117.3,150,133.2,59.1,12.3,2.8,9.3,17.5,15.4,9.6,5.6,1.8,41.2,21.7,81.7,110.9,102.2,44.1,8.6,7.81,7.81,240.007,7.81,8.73
683,OK,2016,54950,2.16,R,18.5,82.7,138.7,153.3,116.7,48.9,10.9,1.3,6.6,10.5,9.4,6.1,3.5,1.3,62.8,33.3,105.9,119.2,91.6,37.5,7.9,7.81,7.81,240.007,2.16,7.81
684,OR,2016,63787,10.51,D,11.9,52.7,99.1,132.5,124.3,68.2,18.2,3.6,13,20,17.8,11.9,7.4,3,32,16.7,64.3,94.1,92.7,50.1,12.4,7.81,10.51,240.007,10.51,10.51
685,PA,2016,65776,7.81,D,13,47,104.6,145,144.3,70.4,15.5,4,12.6,25.9,24.6,15.4,8.8,3.1,27.6,15.9,63.4,98.3,106.1,50.6,10.1,7.81,7.81,240.007,7.81,7.81
686,PA,2016,65776,7.81,D,13,47,104.6,145,144.3,70.4,15.5,4,12.6,25.9,24.6,15.4,8.8,3.1,27.6,15.9,63.4,98.3,106.1,50.6,10.1,7.81,7.81,240.007,7.81,7.81
687,RI,2016,66368,10.35,D,11.6,38.5,85.9,125.4,139.9,77.4,18.5,4.2,12.8,27.1,23.7,18.3,10.6,4.4,20.4,13,46.8,82.9,99.8,54.8,11.4,7.81,10.35,240.007,10.35,10.35
688,SC,2016,58610,0,R,16.4,64.3,122.1,141.7,122.1,59.7,12.8,3.9,10.8,20.9,17.6,11.6,7.4,2.4,43.7,23.7,82.5,101.9,91.1,43,8.4,7.81,7.81,240.007,0,0
689,SD,2016,61969,9.21,R,16.1,56.4,115.7,193.7,152.6,61.7,14,1.1,4.8,7.2,7.8,5.3,2.8,1.1,42.6,24.9,89.8,154.3,122.3,48.8,10.6,7.81,9.21,240.007,9.21,9.21
690,TN,2016,55383,0,R,15.8,76.1,127.9,141.5,118.8,53.1,11.5,2.3,9.3,15.8,14.1,9.1,4.9,1.5,54.9,27.9,92.1,105,90.7,39.7,8.1,7.81,7.81,240.007,0,0
691,TX,2016,62720,7.81,R,20.6,78.2,134.1,151.5,132.1,66.8,16.5,2.4,9.8,17.2,15.2,10,6,2.1,56.2,30.7,96,112.3,100.9,50.2,11.8,7.81,7.81,240.007,7.81,7.81
